redshift,stellar_mass,deVRad_r,deVAB_r,expRad_r,expAB_r,class,class_label
0.103823,10.730247,11.5568,0.532824,4.206079,0.565263,1,spiral
0.092118,10.623744,8.00029,0.953678,3.376912,0.943052,1,spiral
0.086702,11.162631,5.11735,0.626653,2.837771,0.581916,0,elliptical
0.062041,10.648143,5.582945,0.442148,3.048149,0.472984,1,spiral
0.064995,10.4328,2.646249,0.836223,1.585083,0.812788,1,spiral
0.064825,10.801403,5.713417,0.594323,3.144951,0.611536,1,spiral
0.219365,11.698351,3.04239,0.856892,1.805805,0.762246,0,elliptical
0.091744,10.739118,7.371624,0.717956,4.098095,0.713991,1,spiral
0.034489,10.411778,10.843875,0.869898,5.582253,0.885931,1,spiral
0.048121,11.291203,9.084648,0.74627,6.661972,0.671038,0,elliptical
0.04145,10.170506,6.251215,0.289394,3.694361,0.312275,1,spiral
0.215622,11.718554,3.021273,0.68715,1.772993,0.651997,0,elliptical
0.185287,11.193425,3.984281,0.402191,2.165687,0.464823,1,spiral
0.094169,10.746581,11.115341,0.350793,4.593251,0.379887,1,spiral
0.095057,10.864572,2.34009,0.64208,1.350649,0.722814,1,spiral
0.071198,10.449789,3.566912,0.483996,2.148736,0.53183,1,spiral
0.081991,10.46784,11.460968,0.29149,4.873362,0.328381,1,spiral
0.112247,10.526105,5.076244,0.740943,2.356348,0.759411,1,spiral
0.094376,10.512055,3.948384,0.469234,1.951258,0.495857,1,spiral
0.084196,10.505857,2.537605,0.434013,1.586353,0.473285,1,spiral
0.021451,9.29023,9.688993,0.505724,4.042642,0.53519,1,spiral
0.083842,11.512591,6.444143,0.714213,3.192906,0.723976,0,elliptical
0.093258,10.570024,2.803188,0.431412,1.658358,0.472689,1,spiral
0.094921,10.510546,2.583257,0.557927,1.823469,0.534247,1,spiral
0.125382,11.365882,4.355862,0.790736,2.398046,0.786769,0,elliptical
0.032984,10.635538,7.503662,0.400672,4.023184,0.443984,1,spiral
0.048098,10.470275,3.343468,0.80147,1.889494,0.775527,0,elliptical
0.044707,10.665212,2.63856,0.81059,2.219375,0.783507,0,elliptical
0.095557,11.488354,3.394286,0.826907,2.354347,0.825277,0,elliptical
0.066481,10.435964,6.901979,0.321084,3.595757,0.349533,1,spiral
0.112139,10.649929,1.876088,0.438259,1.263542,0.503995,1,spiral
0.113481,10.967548,5.484961,0.53069,3.159347,0.521258,1,spiral
0.094505,11.339977,4.059866,0.805706,2.38477,0.785646,0,elliptical
0.097547,10.952092,3.057105,0.541196,1.66479,0.57448,1,spiral
0.034486,10.415308,11.343205,0.606537,5.12034,0.614334,1,spiral
0.169997,11.457666,5.114416,0.901574,2.059556,0.965945,0,elliptical
0.042601,10.05435,12.675549,0.350004,5.637266,0.35,1,spiral
0.153094,10.886722,6.842077,0.383847,3.18638,0.408807,1,spiral
0.220127,11.629377,3.058725,0.740665,1.787196,0.739252,0,elliptical
0.099762,10.338249,5.115561,0.849941,2.264365,0.857731,1,spiral
0.09454,10.23336,3.70621,0.325003,2.193393,0.377702,1,spiral
0.096318,10.569569,7.941416,0.554732,3.49923,0.568649,1,spiral
0.093812,10.554564,3.928854,0.617475,1.984661,0.668016,1,spiral
0.147067,10.784662,5.117068,0.809497,2.343667,0.828181,1,spiral
0.071996,10.395035,3.184095,0.652428,1.834341,0.658177,1,spiral
0.107315,10.705512,4.10586,0.326773,2.325201,0.357093,1,spiral
0.034047,9.752785,23.724607,0.287758,8.498075,0.289334,1,spiral
0.094898,10.742057,4.344666,0.506824,2.194846,0.577634,1,spiral
0.087946,10.451849,17.140682,0.921789,5.322615,0.999824,1,spiral
0.094019,11.241039,5.553821,0.270469,3.324122,0.289378,1,spiral
0.028668,10.964866,18.040874,0.665504,11.496614,0.664843,1,spiral
0.028635,8.93963,12.31932,0.436308,4.675761,0.449895,1,spiral
0.095375,10.280936,5.322081,0.813514,2.48857,0.824706,1,spiral
0.111711,10.716716,3.148763,0.757385,1.840972,0.721801,1,spiral
0.135996,11.426968,3.212775,0.891179,1.873042,0.887727,0,elliptical
0.141596,11.219106,1.989316,0.878446,1.233697,0.884552,0,elliptical
0.12695,11.000759,2.319384,0.267528,1.629091,0.341787,1,spiral
0.219485,11.489106,3.041484,0.865561,1.508844,0.917196,0,elliptical
0.090739,10.13913,6.37164,0.636367,2.793604,0.660666,1,spiral
0.038841,10.136289,9.886511,0.17535,4.343663,0.219603,1,spiral
0.081379,10.496871,11.063922,0.21916,4.697303,0.255357,1,spiral
0.137211,11.036481,2.353894,0.403264,1.316724,0.512078,1,spiral
0.219224,11.380546,3.783606,0.611809,1.856819,0.667588,0,elliptical
0.133938,10.881714,2.975096,0.577002,1.788224,0.534973,1,spiral
0.07277,10.358585,7.872031,0.424474,3.717356,0.436787,1,spiral
0.115454,11.0684,5.832176,0.291881,2.733979,0.358064,1,spiral
0.072392,10.839005,2.932572,0.855905,1.844959,0.813525,0,elliptical
0.114774,11.003122,1.786924,0.365526,1.295442,0.444967,1,spiral
0.092534,11.094367,4.278762,0.318993,2.529917,0.38069,1,spiral
0.03844,10.97278,6.393205,0.643681,3.663013,0.680601,0,elliptical
0.104415,10.548285,1.731213,0.471204,1.321224,0.569882,1,spiral
0.136025,10.933655,4.105917,0.31988,2.373353,0.353548,1,spiral
0.129522,10.691941,3.920702,0.449974,2.069731,0.512966,1,spiral
0.097757,11.375508,3.551824,0.714846,2.012889,0.734826,0,elliptical
0.098406,10.899098,4.857446,0.308987,3.015596,0.329251,1,spiral
0.096184,10.85965,2.140409,0.514431,1.480217,0.557163,0,elliptical
0.058096,10.72049,6.901798,0.750004,3.667198,0.73948,1,spiral
0.085056,10.852767,8.395719,0.298166,3.913298,0.346272,1,spiral
0.079974,10.621856,4.170896,0.843321,2.305235,0.867827,1,spiral
0.254324,11.533341,2.776332,0.778887,1.288636,0.828832,0,elliptical
0.075674,10.097262,5.667755,0.34999,2.886408,0.375413,1,spiral
0.170654,11.172583,3.215405,0.352687,1.854807,0.414273,1,spiral
0.101549,10.776646,7.750155,0.54645,3.386237,0.572859,1,spiral
0.124477,10.737457,2.887266,0.725132,1.830697,0.680676,1,spiral
0.111838,10.745495,6.372233,0.577067,2.968117,0.569121,1,spiral
0.025053,10.132849,29.667978,0.18905,14.959273,0.164121,1,spiral
0.095388,10.370723,10.240445,0.788538,3.642045,0.794883,1,spiral
0.072618,10.221164,9.170414,0.16749,4.241733,0.197729,1,spiral
0.103075,10.407873,10.43733,0.772028,3.824219,0.78522,1,spiral
0.131687,10.946097,2.549854,0.608721,1.59974,0.669442,1,spiral
0.108905,10.788675,1.502852,0.358976,1.079365,0.47052,1,spiral
0.069363,10.714804,9.592587,0.163192,4.773317,0.175204,1,spiral
0.077931,10.802259,14.195696,0.484514,5.412815,0.522229,1,spiral
0.073749,11.131534,3.29215,0.956907,1.922866,0.936426,0,elliptical
0.143575,11.496923,2.928232,0.873927,1.803052,0.827313,0,elliptical
0.075881,11.341084,4.362661,0.592326,2.905847,0.585714,0,elliptical
0.076537,10.05383,6.576638,0.377954,3.104252,0.403896,1,spiral
0.103779,10.471227,6.371684,0.691897,2.714296,0.735305,1,spiral
0.040784,10.260388,2.934608,0.953906,2.305539,0.927587,0,elliptical
0.103461,10.830381,2.742185,0.207246,1.851122,0.243708,1,spiral
0.131552,11.193818,2.704639,0.680196,1.792099,0.663557,0,elliptical
0.068951,10.517849,4.550686,0.549981,2.431115,0.582311,1,spiral
0.100474,10.848815,2.575203,0.414721,1.855495,0.440902,1,spiral
0.101776,10.968865,2.352108,0.840263,1.462871,0.82854,0,elliptical
0.143022,10.884817,5.424684,0.754914,2.592115,0.784723,1,spiral
0.024995,8.863261,23.820456,0.787466,6.71377,0.845933,1,spiral
0.104152,10.900363,1.960904,0.485157,1.441624,0.535802,1,spiral
0.064053,9.788472,16.587391,0.482403,5.669674,0.510841,1,spiral
0.145719,10.976286,8.631742,0.777426,3.722317,0.782198,1,spiral
0.070314,11.182317,4.279473,0.855145,2.404225,0.838368,0,elliptical
0.141661,10.822927,0.905604,0.948254,0.77615,0.913339,0,elliptical
0.039845,10.084607,29.668388,0.704157,10.139806,0.678208,1,spiral
0.06863,10.599581,20.011883,0.850446,6.530555,0.862227,1,spiral
0.104098,10.327422,7.939698,0.549992,3.380713,0.566097,1,spiral
0.145677,11.312201,3.521295,0.799853,1.880679,0.813182,0,elliptical
0.098405,10.67143,2.17112,0.705307,1.229633,0.729311,1,spiral
0.104039,10.627006,4.930339,0.749826,2.303607,0.773805,1,spiral
0.130971,10.5952,2.532542,0.608326,1.50936,0.602586,1,spiral
0.123078,10.700577,7.938796,0.511261,3.304881,0.528751,1,spiral
0.198783,11.518345,6.631183,0.669957,3.522593,0.663194,0,elliptical
0.134997,10.842941,1.417426,0.258653,1.070839,0.329331,1,spiral
0.067621,10.892959,3.583117,0.540476,2.78099,0.517691,1,spiral
0.130481,11.299431,2.489196,0.746834,1.514768,0.764579,0,elliptical
0.071631,10.610968,10.788326,0.949973,4.498548,0.976837,1,spiral
0.121246,10.807824,4.682681,0.223756,2.488648,0.27876,1,spiral
0.057323,10.440646,3.29758,0.468577,2.138998,0.496517,0,elliptical
0.089717,10.649763,7.094733,0.199875,3.667777,0.232552,1,spiral
0.13917,11.504099,3.906681,0.978754,1.996759,0.991495,0,elliptical
0.091934,10.777965,2.697017,0.994689,1.603142,0.983834,1,spiral
0.089113,9.847684,9.876565,0.349965,4.016885,0.395176,1,spiral
0.065225,10.678596,12.365164,0.212554,6.020188,0.223618,1,spiral
0.124924,11.045128,4.812056,0.317369,2.474838,0.369758,1,spiral
0.145914,10.942992,7.389447,0.318877,3.392348,0.354596,1,spiral
0.053289,10.005966,9.225364,0.342987,4.116024,0.386613,1,spiral
0.123152,11.258242,2.170635,0.782407,1.236378,0.785516,0,elliptical
0.090887,10.5843,2.722733,0.458699,1.5907,0.510962,1,spiral
0.135437,10.795023,4.210474,0.9108,2.147959,0.950698,1,spiral
0.150916,10.956486,3.6779,0.380273,2.117423,0.427655,1,spiral
0.082344,10.163639,5.952206,0.553213,2.633489,0.596563,1,spiral
0.255034,11.618169,5.653701,0.762992,2.374838,0.761936,0,elliptical
0.110199,11.330122,3.083201,0.831131,1.897408,0.814724,0,elliptical
0.069406,10.303443,6.373836,0.168298,3.080048,0.212134,1,spiral
0.130267,10.862069,4.259933,0.307954,2.421796,0.351769,1,spiral
0.062409,10.543197,5.873212,0.210796,2.957807,0.244162,1,spiral
0.128572,11.047936,3.467193,0.221731,2.18915,0.286026,1,spiral
0.218462,11.332136,1.593873,0.874249,0.993634,0.87709,0,elliptical
0.083204,10.591818,9.890841,0.823779,4.086681,0.802003,1,spiral
0.069889,10.264571,7.630602,0.569066,3.291429,0.616747,1,spiral
0.062969,10.426357,7.023015,0.606623,3.138736,0.610088,1,spiral
0.143088,11.598298,3.653903,0.697098,1.953789,0.71154,0,elliptical
0.073694,10.065527,13.250173,0.327212,4.628617,0.365401,1,spiral
0.138866,10.652787,6.372342,0.939492,2.644323,0.930996,1,spiral
0.036807,10.064539,14.13503,0.156153,6.07143,0.182825,1,spiral
0.079104,10.49521,8.848601,0.591407,3.668144,0.618276,1,spiral
0.093593,10.725772,1.601604,0.668793,1.19806,0.709808,1,spiral
0.084409,11.11386,6.468837,0.60313,3.774722,0.609406,1,spiral
0.085444,10.573412,3.185467,0.295127,1.882418,0.346997,1,spiral
0.091469,10.530686,3.26798,0.321188,1.920581,0.370529,1,spiral
0.091266,9.990554,3.741052,0.816767,1.845326,0.834917,1,spiral
0.072805,10.212843,7.354189,0.357866,3.29871,0.390216,1,spiral
0.221881,11.652885,4.731571,0.663538,2.075464,0.708106,0,elliptical
0.073422,10.401039,11.647572,0.946932,4.571912,0.940518,1,spiral
0.137632,11.157138,1.894028,0.690697,1.195085,0.710827,0,elliptical
0.170559,11.285978,1.767758,0.742682,1.051385,0.787043,0,elliptical
0.086334,10.088448,9.712493,0.433105,3.983907,0.463175,1,spiral
0.125585,10.819378,4.10664,0.556334,2.096992,0.604978,1,spiral
0.064226,10.589207,7.326661,0.288542,3.054606,0.344634,1,spiral
0.121018,11.352385,3.563266,0.803038,1.930566,0.813502,0,elliptical
0.063181,10.468087,1.186059,0.582364,0.964249,0.588356,0,elliptical
0.090989,10.706518,5.113619,0.19418,2.60513,0.263144,1,spiral
0.097779,10.2882,5.115261,0.274044,2.688139,0.302235,1,spiral
0.141531,11.292622,2.547911,0.927546,1.508397,0.892814,0,elliptical
0.163877,11.117112,4.963039,0.182129,2.558149,0.241614,1,spiral
0.153336,11.065283,2.73052,0.288301,1.895439,0.334202,1,spiral
0.037979,10.115498,3.06876,0.649868,1.97391,0.642195,0,elliptical
0.03674,10.488583,3.058379,0.64806,2.254528,0.612716,0,elliptical
0.145474,10.678947,3.724344,0.721984,1.995025,0.740531,1,spiral
0.20096,11.27951,4.10567,0.753748,2.043797,0.790523,0,elliptical
0.179951,11.042638,4.49241,0.999946,2.501912,0.970911,0,elliptical
0.062908,10.738909,6.800698,0.730536,2.965771,0.759206,0,elliptical
0.062302,10.648973,23.834427,0.610201,7.871344,0.617667,1,spiral
0.053603,9.644127,4.96531,0.18231,2.689305,0.219386,1,spiral
0.150483,10.946856,2.679888,0.63094,1.792049,0.624043,1,spiral
0.122344,10.572566,3.604364,0.601436,1.943982,0.642603,0,elliptical
0.122353,10.909369,5.751913,0.664172,2.827744,0.667484,1,spiral
0.219376,11.556696,2.103142,0.706824,1.198366,0.688439,0,elliptical
0.064589,10.564857,4.291753,0.264075,2.605877,0.309313,1,spiral
0.121576,10.632874,6.417185,0.799988,2.935496,0.788417,1,spiral
0.09791,10.691174,6.748782,0.587858,3.13341,0.612437,1,spiral
0.090184,10.353078,1.368914,0.512874,1.16233,0.567387,0,elliptical
0.036383,10.142702,2.500875,0.585243,1.77826,0.537626,0,elliptical
0.124128,10.875578,3.22351,0.357255,1.882094,0.401929,1,spiral
0.062114,10.608024,2.471464,0.710238,1.565251,0.722085,0,elliptical
0.130273,11.441894,4.103652,0.836711,2.005494,0.874454,0,elliptical
0.030742,10.591939,12.348364,0.468436,5.91161,0.464218,1,spiral
0.098544,10.954293,3.304865,0.240403,2.043643,0.287798,1,spiral
0.060792,10.750274,4.219231,0.431281,2.508881,0.468014,1,spiral
0.203882,11.439088,2.55374,0.753624,1.297536,0.818894,0,elliptical
0.204645,11.49399,3.144958,0.919655,1.622007,0.956248,0,elliptical
0.062261,10.413597,3.432274,0.412808,1.978815,0.462506,1,spiral
0.05255,10.414455,8.305968,0.22201,4.074699,0.256134,1,spiral
0.20313,10.95213,7.063881,0.907078,2.965678,0.898555,1,spiral
0.082593,10.663533,2.889578,0.282309,1.981427,0.328593,1,spiral
0.124464,11.255862,3.66471,0.443619,2.289484,0.472007,1,spiral
0.143772,10.898316,6.710617,0.446943,3.120379,0.476091,1,spiral
0.124516,10.946429,2.102914,0.56449,1.30188,0.603096,1,spiral
0.127658,10.526115,2.286448,0.807319,1.444946,0.778559,1,spiral
0.062601,10.071566,6.906946,0.603441,3.640923,0.524017,1,spiral
0.146938,10.818724,3.654759,0.593632,1.968624,0.618848,1,spiral
0.14292,10.788263,8.700833,0.800028,3.27178,0.824965,1,spiral
0.045673,9.605917,22.289633,0.149999,6.968901,0.199979,1,spiral
0.125417,11.158933,6.405761,0.212154,3.037823,0.26447,1,spiral
0.146138,10.955033,9.909697,0.873882,3.853961,0.828196,1,spiral
0.071563,10.364848,2.209981,0.202295,1.630208,0.257328,1,spiral
0.197396,11.366684,4.020255,0.566911,1.896705,0.58788,0,elliptical
0.02525,10.640858,23.810062,0.260384,11.060564,0.238074,1,spiral
0.119759,10.644634,11.143611,0.824311,3.668865,0.84116,1,spiral
0.085771,10.523621,8.163887,0.323758,3.590968,0.352443,1,spiral
0.080062,11.073065,6.372366,0.325979,3.234737,0.372161,1,spiral
0.098252,10.715899,10.192978,0.539439,3.901251,0.559659,1,spiral
0.046558,9.622324,14.644987,0.205697,5.531333,0.232744,1,spiral
0.164024,11.03063,1.276848,0.947733,0.936392,0.907917,0,elliptical
0.12245,10.513167,5.116294,0.575372,2.557316,0.589605,1,spiral
0.122503,10.832826,3.640378,0.506094,2.228097,0.478403,1,spiral
0.036716,10.0747,7.284635,0.257144,3.769502,0.285117,1,spiral
0.036158,11.107773,5.875634,0.792474,4.276046,0.732129,0,elliptical
0.030378,10.390665,11.663849,0.654788,5.407562,0.612334,0,elliptical
0.125636,11.149197,4.486687,0.49166,2.457799,0.518222,1,spiral
0.012555,10.815095,9.640673,0.564228,9.024636,0.431181,1,spiral
0.089443,10.266414,3.633489,0.631089,1.9683,0.65786,1,spiral
0.126105,11.468082,3.682632,0.868003,2.019577,0.907368,0,elliptical
0.09009,11.369571,4.549323,0.961127,2.412785,0.964732,0,elliptical
0.087836,10.899947,9.187494,0.774911,4.059135,0.767894,1,spiral
0.137811,11.234259,6.581237,0.186329,3.56558,0.229252,1,spiral
0.081498,9.816175,6.479839,0.425167,2.967435,0.450009,1,spiral
0.042814,10.249808,9.886518,0.857422,4.295115,0.854344,1,spiral
0.093775,10.771271,1.985707,0.327242,1.519631,0.378536,1,spiral
0.166178,11.271772,6.578819,0.299965,3.072689,0.349999,1,spiral
0.074574,10.609027,2.37153,0.43057,1.545858,0.504984,1,spiral
0.127313,10.770327,1.940231,0.644988,1.256305,0.667102,1,spiral
0.045653,10.626868,8.794049,0.89992,4.991807,0.88693,1,spiral
0.132776,11.038693,3.306103,0.442915,1.999127,0.49007,1,spiral
0.085035,10.441669,5.518934,0.349939,2.601376,0.38248,1,spiral
0.095238,10.519066,7.938497,0.691504,3.216611,0.700974,1,spiral
0.217805,11.499575,1.835318,0.798408,1.015401,0.84431,0,elliptical
0.080814,10.569987,5.290665,0.418212,2.865461,0.420937,1,spiral
0.020542,10.371941,4.593088,0.67792,3.051308,0.639411,0,elliptical
0.13728,11.290095,6.023959,0.299994,2.960823,0.34013,1,spiral
0.090429,11.019936,6.661297,0.272313,3.699452,0.306775,1,spiral
0.21358,11.420966,2.255169,0.782832,1.272257,0.794944,0,elliptical
0.084207,10.174047,8.026402,0.920021,3.217513,0.902918,1,spiral
0.062958,10.25896,16.891417,0.125893,6.016777,0.16833,1,spiral
0.204656,11.071965,8.247169,0.465724,3.727756,0.497038,1,spiral
0.080721,10.692915,11.284876,0.377028,5.071856,0.390235,1,spiral
0.068817,10.449792,2.332464,0.545734,1.539479,0.536259,1,spiral
0.13191,10.766678,3.853159,0.479556,2.078743,0.510576,1,spiral
0.046196,10.343888,19.386496,0.949992,6.59462,0.974058,1,spiral
0.081458,10.815626,13.23012,0.421924,5.405113,0.429896,1,spiral
0.17109,11.400796,3.505071,0.732948,1.828064,0.738193,0,elliptical
0.095946,10.524784,0.768983,0.663061,0.71173,0.712681,0,elliptical
0.107998,10.684894,7.921803,0.456987,3.581454,0.470979,1,spiral
0.137501,10.617773,5.113516,0.472378,2.452972,0.519338,1,spiral
0.083254,10.633832,1.476091,0.855221,1.04895,0.908818,0,elliptical
0.020947,10.279026,6.808444,0.35039,3.253861,0.403824,1,spiral
0.146248,11.056827,1.673488,0.763469,1.218345,0.764015,0,elliptical
0.271457,11.77568,2.842972,0.839594,1.50826,0.824067,0,elliptical
0.163001,11.079094,1.406863,0.682173,0.962598,0.681914,0,elliptical
0.142348,11.248787,2.189023,0.792067,1.253888,0.829049,0,elliptical
0.094057,10.899169,5.76406,0.199967,3.048101,0.249986,1,spiral
0.079705,11.438701,4.634016,0.894557,2.894458,0.872191,0,elliptical
0.063374,10.797872,2.848384,0.946717,1.612967,0.991522,0,elliptical
0.094445,10.069413,9.064279,0.376488,3.571655,0.412148,1,spiral
0.215234,10.916575,0.846234,0.892454,0.746523,0.824868,0,elliptical
0.069383,10.662692,15.34528,0.397163,5.724128,0.423315,1,spiral
0.088349,10.305234,4.884124,0.261442,2.62955,0.314486,1,spiral
0.142708,10.486288,6.079182,0.631047,2.642454,0.636836,1,spiral
0.213856,11.284532,1.537316,0.970615,0.996302,0.919929,0,elliptical
0.182091,11.381792,3.746419,0.800383,1.869952,0.828155,0,elliptical
0.066782,10.760297,7.940969,0.332459,4.146102,0.361679,1,spiral
0.183754,11.368632,1.805033,0.683648,1.18969,0.681284,0,elliptical
0.187673,11.390057,2.154498,0.999782,1.177195,0.960183,0,elliptical
0.079948,10.956838,2.68013,0.712275,1.897453,0.691661,0,elliptical
0.053108,9.973548,11.336594,0.665317,4.592656,0.685845,1,spiral
0.047478,9.785173,8.357591,0.482876,3.66977,0.509694,1,spiral
0.169328,11.46838,3.457865,0.630217,1.693608,0.688603,0,elliptical
0.087655,11.280233,3.68951,0.708772,1.987483,0.713356,0,elliptical
0.169932,11.198968,9.949811,0.302509,4.377948,0.320234,1,spiral
0.086628,10.648995,2.312433,0.430263,1.549839,0.507295,1,spiral
0.035023,10.012497,9.89006,0.516315,4.705738,0.53232,1,spiral
0.069823,10.40041,8.18415,0.37028,3.761684,0.40691,1,spiral
0.070547,10.41456,8.843341,0.139964,4.328755,0.170271,1,spiral
0.079281,10.951987,6.868162,0.626609,4.512596,0.621619,1,spiral
0.097374,10.328383,9.890374,0.321979,3.997051,0.359815,1,spiral
0.095998,10.719859,10.324045,0.250002,4.84609,0.265967,1,spiral
0.036071,10.525724,29.664394,0.816984,9.703467,0.688591,1,spiral
0.136366,10.905555,1.459154,0.637425,0.95999,0.689577,1,spiral
0.104641,10.715407,1.946058,0.214096,1.542658,0.25972,1,spiral
0.084964,10.900689,5.724243,0.330499,2.539097,0.397446,1,spiral
0.090044,10.846473,5.336496,0.845787,2.466546,0.845588,1,spiral
0.061939,10.223962,12.044932,0.150046,5.028456,0.188919,1,spiral
0.08058,10.616478,16.765017,0.199952,6.873161,0.221722,1,spiral
0.04589,10.655357,15.346689,0.34609,7.495374,0.323814,1,spiral
0.130762,11.240936,2.58976,0.90458,1.301922,0.930056,0,elliptical
0.092498,10.579742,13.287381,0.078741,6.310948,0.112316,1,spiral
0.062565,10.794155,8.15377,0.408638,4.236248,0.419991,1,spiral
0.103102,11.174433,3.676888,0.626341,2.051466,0.636872,0,elliptical
0.022748,8.962453,11.917467,0.349272,4.911612,0.373447,1,spiral
0.096688,10.615616,2.526517,0.770087,1.482134,0.76997,0,elliptical
0.097536,11.273602,3.403547,0.781704,1.916935,0.772814,0,elliptical
0.088263,10.67074,7.566637,0.44356,3.527728,0.465182,1,spiral
0.032522,10.728067,4.946087,0.892358,3.531673,0.859237,0,elliptical
0.097695,10.989415,3.776561,0.396674,2.332585,0.420075,1,spiral
0.116303,10.651757,4.753376,0.439527,2.366043,0.482681,1,spiral
0.184071,11.396594,2.055334,0.837947,1.232239,0.832937,0,elliptical
0.154916,11.200011,3.414524,0.483994,1.906541,0.520459,1,spiral
0.092654,11.0418,7.181917,0.247578,3.34609,0.315148,1,spiral
0.115083,10.974154,2.137583,0.591354,1.42907,0.610522,0,elliptical
0.107903,11.463467,6.209395,0.684176,2.91831,0.674916,0,elliptical
0.089649,11.053766,5.393594,0.440377,3.104271,0.4294,1,spiral
0.096036,10.62971,3.491377,0.565514,1.98425,0.592598,1,spiral
0.097606,10.960732,2.224282,0.908706,1.449801,0.833136,0,elliptical
0.081712,10.289446,2.636875,0.396495,1.810713,0.448238,1,spiral
0.123975,11.33669,2.78875,0.775167,1.593404,0.814393,0,elliptical
0.104634,10.515248,4.792135,0.461708,2.541676,0.497876,1,spiral
0.061984,9.900105,2.499323,0.503213,1.607655,0.537986,1,spiral
0.045072,10.325169,4.719895,0.256696,3.072325,0.279954,1,spiral
0.095669,10.741519,2.294004,0.267483,1.852339,0.303101,1,spiral
0.071035,10.452422,24.09115,0.906518,5.667407,0.897315,1,spiral
0.215244,11.267776,2.029913,0.605441,1.192474,0.57591,1,spiral
0.069745,10.992707,9.666908,0.727093,4.585872,0.708552,1,spiral
0.093217,10.5644,1.158585,0.976656,0.943969,0.910066,1,spiral
0.135478,10.804584,2.84043,0.219635,1.953748,0.270547,1,spiral
0.096583,10.62643,6.400977,0.36675,3.156052,0.395106,1,spiral
0.087731,10.365452,4.548699,0.382169,2.546782,0.382979,1,spiral
0.095744,10.571601,2.071594,0.423785,1.451043,0.481129,1,spiral
0.070318,10.257461,7.205606,0.371495,3.345591,0.406642,1,spiral
0.186459,11.500489,5.369873,0.69155,2.378735,0.714064,0,elliptical
0.064924,10.5601,15.735987,0.319315,6.11324,0.328722,1,spiral
0.112825,10.543859,4.915878,0.557143,2.33789,0.585033,1,spiral
0.135034,11.071331,2.390681,0.69518,1.254663,0.676988,1,spiral
0.127944,10.944132,4.611307,0.244226,2.546171,0.30239,1,spiral
0.090768,10.347856,1.713072,0.332221,1.274023,0.390567,1,spiral
0.123791,10.845401,8.862768,0.689189,4.481848,0.687533,1,spiral
0.059156,9.350173,10.332406,0.493041,4.031389,0.51512,1,spiral
0.119629,11.052024,4.546254,0.368631,2.553894,0.408867,1,spiral
0.186165,11.397622,2.557364,0.930131,1.268598,0.964303,0,elliptical
0.119365,10.764376,3.206851,0.526202,1.850603,0.528262,1,spiral
0.127073,10.708954,2.499331,0.538899,1.612147,0.604701,1,spiral
0.126941,11.095992,2.319397,0.737662,1.276163,0.775619,0,elliptical
0.061585,10.617343,7.078552,0.624758,4.437857,0.555042,1,spiral
0.092963,10.753995,3.009399,0.767953,1.825349,0.736031,1,spiral
0.092956,10.309874,13.328328,0.249975,5.082551,0.278031,1,spiral
0.067788,10.124356,13.391967,0.599903,4.320198,0.649985,1,spiral
0.099006,10.900082,8.864971,0.174589,4.285524,0.19999,1,spiral
0.096448,10.752592,1.443272,0.669344,1.013057,0.735191,1,spiral
0.125077,11.063186,1.650896,0.790497,1.048299,0.856885,0,elliptical
0.087025,10.150747,15.34113,0.449995,5.450874,0.477877,1,spiral
0.155542,11.277996,8.511476,0.652233,3.709859,0.659891,1,spiral
0.071098,10.349222,3.310234,0.552637,1.890781,0.590118,1,spiral
0.107875,10.613593,7.936965,0.465015,3.31805,0.5011,1,spiral
0.124254,11.031898,4.635612,0.488572,2.347448,0.513225,1,spiral
0.072071,10.88936,7.939323,0.901034,3.741123,0.919332,1,spiral
0.082204,10.497035,3.692699,0.250049,2.360642,0.289881,1,spiral
0.147811,11.546449,3.484401,0.845054,1.923548,0.833484,0,elliptical
0.094334,10.706246,2.959448,0.611731,1.88717,0.642181,1,spiral
0.167724,11.272757,1.983552,0.573996,1.449959,0.604908,0,elliptical
0.114391,11.08657,2.277617,0.786106,1.340908,0.834676,0,elliptical
0.129969,10.774912,6.372416,0.523145,2.865197,0.549993,1,spiral
0.13701,11.526791,2.791454,0.676248,1.562314,0.717721,0,elliptical
0.13629,10.548786,7.198572,0.940615,2.854222,0.927739,1,spiral
0.094601,10.971525,7.548288,0.193083,3.730635,0.234779,1,spiral
0.094388,10.332226,5.363098,0.405457,2.867922,0.417553,1,spiral
0.039708,9.445592,15.34903,0.677518,5.778156,0.705054,1,spiral
0.107001,10.777393,3.401343,0.422712,2.054509,0.457194,1,spiral
0.084747,10.831726,6.258899,0.296537,2.995765,0.341064,1,spiral
0.121823,10.55106,6.372268,0.886344,2.738089,0.89463,1,spiral
0.071605,11.316161,6.219598,0.679068,3.024326,0.706805,0,elliptical
0.09409,10.424535,6.846898,0.442473,3.089299,0.460556,1,spiral
0.095638,10.824365,1.192265,0.871586,0.837395,0.867219,0,elliptical
0.062991,10.107293,14.303518,0.294825,6.246135,0.307877,1,spiral
0.085447,10.492577,14.202272,0.079664,6.073483,0.120117,1,spiral
0.065808,11.19861,15.741225,0.188923,8.203492,0.178278,1,spiral
0.088515,10.821438,2.166329,0.291657,1.658509,0.355735,1,spiral
0.045786,10.036804,8.729832,0.407006,3.983691,0.418531,1,spiral
